iter	Logloss
300	0.6035103405
301	0.603236321
302	0.6029475079
303	0.6026946145
304	0.6024022935
305	0.6020877677
306	0.6017006701
307	0.6014083346
308	0.6011343469
309	0.6007635482
310	0.600384279
311	0.5999700067
312	0.5997020409
313	0.5993262186
314	0.5990002478
315	0.5987264482
316	0.5984331386
317	0.5981813023
318	0.5978920445
319	0.5976386273
320	0.5973248432
321	0.5970611134
322	0.5967702914
323	0.5965186791
324	0.5962396294
325	0.5959204639
326	0.5956177716
327	0.5953512942
328	0.5950098667
329	0.594713757
330	0.594507196
331	0.5942603929
332	0.5939788698
333	0.5936543965
334	0.5933546602
335	0.5931186497
336	0.5928391182
337	0.5925394627
338	0.5922610991
339	0.5920620657
340	0.5917846383
341	0.5914968924
342	0.5911862936
343	0.590860107
344	0.5905687603
345	0.5902199669
346	0.5899153975
347	0.5895484535
348	0.5893108842
349	0.5890267772
350	0.5888231915
351	0.588496238
352	0.5882339131
353	0.5879247975
354	0.5876900247
355	0.5874808365
356	0.5871963056
357	0.5869325041
358	0.5866372892
359	0.5863692912
360	0.5860724727
361	0.5857971665
362	0.5856055851
363	0.5854074846
364	0.5850766675
365	0.5848939424
366	0.5846848885
367	0.5842735619
368	0.5839916448
369	0.5836854404
370	0.5833793683
371	0.5831299367
372	0.5829199964
373	0.5825979382
374	0.5823798578
375	0.5819933931
376	0.5817452441
377	0.581486196
378	0.5812084295
379	0.5809067787
380	0.580594211
381	0.5802985918
382	0.5799780819
383	0.5796745532
384	0.579376679
385	0.5790647862
386	0.5788015492
387	0.5785248876
388	0.5782511909
389	0.5779317052
390	0.577713936
391	0.5774602049
392	0.577183587
393	0.576881412
394	0.5766579699
395	0.5764133274
396	0.5760383828
397	0.5757287102
398	0.5755159928
399	0.5753044949
400	0.5750791361
401	0.5748412329
402	0.57466889
403	0.5743906066
404	0.5742219624
405	0.5740441846
406	0.5738485709
407	0.5736724498
408	0.573497537
409	0.5732194857
410	0.5728868852
411	0.5726423658
412	0.5723457195
413	0.5721111202
414	0.5718936984
415	0.5716011095
416	0.5713279929
417	0.5709608959
418	0.5705522625
419	0.5703909485
420	0.570153812
421	0.5698906685
422	0.5697110757
423	0.5693777399
424	0.5691409621
425	0.5689434416
426	0.5686233653
427	0.568448489
428	0.5682153228
429	0.5679112967
430	0.5676139002
431	0.5672420193
432	0.5670377547
433	0.5666211322
434	0.5664070628
435	0.5660803218
436	0.5658284808
437	0.5655591702
438	0.5653141574
439	0.5650813273
440	0.5649236543
441	0.5646392272
442	0.5643376162
443	0.5641026163
444	0.5638999759
445	0.5636435178
446	0.5634013673
447	0.5632403508
448	0.5629416258
449	0.5627371178
450	0.5625871268
451	0.5623203817
452	0.5620901977
453	0.5619401351
454	0.5617963416
455	0.5616142664
456	0.5614281111
457	0.5611197051
458	0.5608641348
459	0.5606229904
460	0.5604341993
461	0.5602218287
462	0.5599861276
463	0.5597284978
464	0.5594140678
465	0.5592562796
466	0.5590521691
467	0.5588021012
468	0.5585641714
469	0.5583444074
470	0.5581687123
471	0.5578840185
472	0.5576964843
473	0.5575165004
474	0.5573223285
475	0.5570551401
476	0.556841435
477	0.5566508413
478	0.5563998364
479	0.5560640082
480	0.5559076355
481	0.5556660716
482	0.5554057824
483	0.5551775264
484	0.5549719326
485	0.5547370892
486	0.5544570607
487	0.5542234657
488	0.5540744841
489	0.5538782561
490	0.5536195765
491	0.5534553192
492	0.5533301278
493	0.5531786646
494	0.5529535367
495	0.5528281243
496	0.552563948
497	0.552369806
498	0.5521552303
499	0.5519100001
5583774
