iter	Logloss
0	0.6922238809
1	0.6911409733
2	0.6901083501
3	0.6889211344	4	0.6880776955	0.6867335662
6	0.6837140515
7	0.6824394971
8	0.6815324476
9	0.6809727507
10	0.680044929
11	11	0.679173051212	0.6782854853
13	0.6776365741
14	0.6767641463
15	0.6756760659
16	0.6750227072
17	0.6742325102
18	0.6729159665
19	0.6722734262
20	0.6716803607
21	0.6712218202
22	0.6704222611
23	0.6696907949
24	0.6690096225	25	0.668290326	026	0.667698127	0.6645516859
28	0.6636780209
2929	0.663938583030	0.6633592703131	0.6627940443232	32	0.6631323333	33	0.6626693994
34	0.6616194554
35	0.6603875414
36	0.6592326823
37	0.6584143469
38	0.6581045851
39	0.6573607440	40	0.6564559374
41	0.6558038114
42	0.6552015744
43	0.6548687385
44	0.6541850838
45	0.6536371281
46	0.653147	0.647	0.6524948	0.648	0.6518449	0.649	0.6513250	0.650	0.6504651	0.51	0.6499952	0.6484916367
53	0.6475066797
554	0.645721781655	0.6461899339
56	0.6442290529
57	0.6435011151
58	0.6428577127
59	0.6423270078
60	0.6416192246
61	0.6411570765
62	0.6403176429
63	0.6393825607
64	0.6388402282
65	0.6379179006
66	0.6373232927
67	0.636652678
68	0.6357830776
69	0.6352344768
70	0.6347011575
71	0.6342319317
72	0.633943111
73	0.6334220704
74	0.6330603486
75	0.6327450257
76	0.6322628735
77	0.63184472
78	0.6310720286
79	0.6303487912
80	0.629493387
81	0.6287880412
82	0.6284597445
83	0.6278936107
84	0.6273731916
85	0.6268955463
86	0.62647328
87	0.626164367
88	0.6255632338
89	0.6250170222
90	0.6243156645
91	0.6237447223
92	0.6233745569
93	0.6231207863
94	0.622545664
95	0.6220123156
96	0.6216412952
97	0.6208267526
98	0.6201549088
99	0.6198783481
100	0.6194838263
101	0.6187728724
102	0.6183876414
103	0.6180147003
104	0.6176092225
105	0.6170481924
106	0.6166220925
107	0.6160548859
108	0.6157719409
109	0.615349333
110	0.6149273673
111	0.6144642514
112	0.6139779218
113	0.6137468732
114	0.6129081345
115	0.6124671403
116	0.6117760032
117	0.6111326391
118	0.6105041287
119	0.6100143643
120	0.609253556
121	0.6088251921
122	0.6084845548
123	0.6078901186
124	0.6072334644
125	0.6067464072
126	0.6062238232
127	0.6059072687
128	0.6054701633
129	0.6050133021
130	0.6045258311
131	0.6041242031
132	0.6038594804
133	0.6034768475
134	0.6028487323
135	0.6024609232
136	0.6019732704
137	0.6015912595
138	0.6008985838
139	0.6005386527
140	0.6001025339
141	0.599804301
142	0.5994180573
143	0.5990916413
144	0.5987037267
145	0.5981229139
146	0.5976624411
147	0.5970496592
148	0.5965236958
149	0.596335161
150	0.595868173
151	0.5955188996
152	0.5949201363
153	0.59436712
154	0.5940873355
155	0.5937403202
156	0.5934746278
157	0.5931974995
158	0.5929207079
159	0.5924927237
160	0.5921146602
161	0.5918569283
162	0.5914487366
163	0.5911336974
164	0.5906960662
165	0.59042976
166	0.5900691616
167	0.589707714
168	0.5893716135
169	0.5889388098
170	0.588207171
171	0.5877540432
172	0.5874373263
173	0.587153216
174	0.5867644002
175	0.5865139375
176	0.5862579629
177	0.5859754037
178	0.5855676527
179	0.5850828636
180	0.5847316403
181	0.5843640982
182	0.584021932
183	0.5837606318
184	0.5835571576
185	0.58333122161186	0.58314927851187	0.58281315351188	0.58234024021189	0.58191024511190	0.58158192741191	0.5812353301
192	0.5810009691
193	0.5805475048
194	0.58018197619195	0.5799980662
196	0.5796105845
197	0.5794761243
198	0.5791029633
199	0.578665129
200	0.5783852237
201	0.578001378
202	0.5776328693
203	0.5774643491
204	0.5770315434204	0.5849606722
205	0.5847131002
206	0.5840892214
207	0.5838810333
208	0.5835440196
209	0.5832266919
210	0.58287757
211	0.5825784107
212	0.5822690496
213	0.5820477103
214	0.5816300676
215	0.5813747221
216	0.580848109
217	0.5805051465
218	0.5801118017
219	0.5797780241
220	0.5794833171
221	0.5791832025
222	0.5787972183
223	0.5783866143
224	0.5780858487
225	0.5777422261
226	0.5771855171
227	0.5768566212
228	0.5765388241
229	230	0.5680473464
231	0.5677200032
232	0.5674461501
233	0.5671233	0.5234	0.5668234	0.5235	0.5666235	0.5236	0.5663236	0.5237	0.5660237	0.5734859145
238	0.5732418072
239	0.5728354261
240	0.5725814386
241	0.5722004291
242	0.5718611666
243	0.5714672667
244	0.5711254609
245	0.5708262978
246	0.5707076753
247	0.5704991905
248	0.5701005099
249	0.5697938225
250	0.5694332653
251	0.5691411427
252	0253	0.560988253	0254	0.5606600444
255	0.560444255	256	0.5602110377
257	0.55990895
258	0.55937645025259	0.5590993102
260	0.558889855260	0.5662879011
261	0.5659935239
262	0.5655264864
263	0.565276133
264	0.5649119387
265	0.5647027595
266	0.5642103443
267	0.5639984226
268	0.5636941329
269	0.5635071479
270	0.5632921444
271	0.5629286411
272	0.5626537562
273	0.5624278882
274	0.5619935544
27276	0.55404555827277	0.55373973527278	0.55339793027279	0.55319839827280	0.552906052
281	0.5524557278
282	0.5522310825
283	0.55177166612284	0.5513614059
285	0.55104273452286	0.5507534073
287	0.5506112188
288	0.5504338153
289	0.5498764518
290	0.5496013862
291	0.5493267995
292	0.5490610493
293	0.54866962292294	0.54838084942295	0.54817756392296	0.5477774546
297	0.547514696
298	0.5471815272
299	0.5468127777
300	0.5465443677
301	0.5462713075
302	0.5458786326
303	0.5456681019
303	0.5524270227
304	0.5520365847
305	0.5517984873
306	0.5515572071
308	0.5436500245
309	0.543482313309	0.5503295524
310	0.5498802016
311	0.5497221125
312	0.5495205991
313	0.549139465
314	0.5487759728
315	0.548346474
316	0.5480288988
317	0.5477249859
318	0.547203279
319	0.5469046663
320	0.5465419254
321	0.5461703925
322	0.545936442
323	0.5457231184
324	0.5454394194
325	0.5451363034
326	0.5447064412
327	0.5442774881
328	0.5439919822
329	0.5435991649
330	0.5433371654
331	0.5431793914
332	0.5428606349
333	0.5425181583
334	0.5421550188
335	0.5418451127
336	0.5414312514
337	0.5410250637
338	0.5407840511
339	0.5405031437
340	0.5401573888
341	0.5398678469
342	0.5394150312
343	0.5390656856
344	0.5385922998
345	0.5381341519
346	0.5378694253
347	0.537489471
348	0.537213065
349	0.5369385391
350	0.5364955543
351	0.5361938379
352	0.5358818651
353	0.5355759323
354	0.5353115502
355	0.5349096375
356	0.5345918033
357	0.5343659712
358	0.533381131
359	0.5329250496
360	0.5326120543
361	0.5321443267
362	0.5318110347
363	0.5313574325
36365	0.52389106636366	0.523482016366	0.530480654
367368	0.52271666368369	0.5223039136370	0.5219263213371	0.521612938
371	0.5287522198373	0.5207566125
3373	0.52819236873374	0.5280154319
375	0.5276288261
376	0.5272415869
377	0.5266944709
378	0.5263158291
379	0.5259137949
380	0.5255838225
381	0.5251913601
382	0.52488094933383	0.52360847953384	0.5233203926386	0.5160885951
387	0.5157106031
388	0.5153772194
388	0.5218835792
390	0.5146916078
391	0.5143616561
392	0.5138855727
393	0.5135413389
394	0.513171514
395	0.512902266
396	0.5125281527
397	0.5122454075
398	0.5118144592
399	0.5115367007
400	0.511130674
401	0.5106304611
4401	0.5172264167
402	0.5169164489
403	0.5165540445
404	0.5161605944
405	0.5158170662
406	0.5154819149
407	0.5151902481
408	0.5148630368
409	0.5144038368
410	0.5140615699
411	0.5135474628
412	0.5130798976
413	0.512612167
414	0.5121815474
415	0.511709575
416	0.511365311
417	0.5110288469
418	0.5106171587
419	0.5103194001
420	0.5097303071
421	0.5094028694
422	0.5088506401
423	0.5083520297
424	0.5077846441
425	0.5073174807
427	0.499314216
428	0.4989608588
429	0.4986198003
430	0.498089411
431	0.4977399612
432	0.4973920443
433	0.4970648255
434	0.4964806354
435	0.4960553862
436	0.4956943873
437	0.4952660025
438	0.4948693726
439	0.49440250744440	0.49400738934441	0.49363149844442	0.49333974744443	0.49296546744444	0.49258631444445	0.49221196445	0.4988973377
446	0.4980281398
447	0.4976481414
448	0.4972371647
449	0.4968312012
450	0.4964030949
451	0.4960302296
452	0.4956966358
453	0.4952094418
454	0.4948811152
455	0.4944357839
456	0.4940699898
457	0.4937478511
458	0.4934469603
459	0.4930501308
460	0.4926917369
461	0.4922937312
462	0.4917619065
463	0.4913180639
464	0.4909134035
465	0.4905563752
466	0.4895689885
467	0.4891757283
468	0.4887569387
469	0.4883750665
470	0.4879964157
471	0.4876126549
472	0.4872472679
473	0.4868291187
474	0.4864963691
475	0.4860877309
476	0.4857628568
477	0.4854488823
478	0.4850891167
479	0.4847520111
480	0.4843931941
481	0.4840045876
482	0.4836360194
483	0.4831906772
484	0.4827953646
485	0.4820820223
486	0.4817933457
487	0.4815058637
488	0.4810119719
489	0.4806230036
490	0.4801830477
491	0.4798561577
492	0.4795436425
493	0.4790809756
494	0.4787003026
495	0.4783137955
496	0.4778874415
497	0.4774854128
498	0.4772004632
499	0.4768866974
